player,nation_stats_standard,squad,age_stats_standard,position_stats_standard,playing_time_min_stats_playing_time,playing_time_90s,total_cmp%_stats_passing_per_90,ast_stats_passing_per_90,ppa_stats_passing_per_90,standard_gls_stats_shooting_per_90,standard_sot%_stats_shooting_per_90,sca_sca_stats_gca_per_90,gca_gca_stats_gca_per_90,touches_mid_3rd_stats_possession_per_90,touches_att_3rd_stats_possession_per_90,take_ons_succ_stats_possession_per_90,carries_prgc_stats_possession_per_90,receiving_prgr_stats_possession_per_90,tackles_mid_3rd_stats_defense_per_90,aerial_duels_won%_stats_misc_per_90,performance_crs_stats_misc_per_90,tackles_tkl_stats_defense_per_90,int_stats_defense_per_90,performance_recov_stats_misc_per_90
Žan Vipotnik,SVN,Swansea City,22,Forward,1370.0,15.222222222222221,4.966423357664233,0.0,0.0,0.19708029197080293,2.5029197080291974,0.7226277372262774,0.06569343065693431,5.124087591240876,3.81021897810219,0.19708029197080293,0.26277372262773724,1.905109489051095,0.06569343065693431,2.5817518248175184,0.0,0.06569343065693431,0.13138686131386862,0.7883211678832117
Vitinho,BRA,Burnley,25,Midfielder,1010.0,11.222222222222221,6.344554455445545,0.08910891089108912,0.26732673267326734,0.08910891089108912,2.227722772277228,0.5346534653465347,0.08910891089108912,4.366336633663367,2.7623762376237626,0.3564356435643565,0.44554455445544555,0.801980198019802,0.08910891089108912,2.227722772277228,0.44554455445544555,0.712871287128713,0.08910891089108912,0.801980198019802
Ben Waine,NZL,Plymouth Argyle,23,Forward,592.0,6.5777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4560810810810811,0.30405405405405406,0.0,0.0,0.0,0.0,10.140202702702704,0.0,0.0,0.0,0.15202702702702703
Jed Wallace,ENG,West Brom,30,Forward,1705.0,18.944444444444443,3.7689149560117308,0.0,0.10557184750733138,0.0,1.7577712609970675,0.21114369501466276,0.0,3.0615835777126104,3.272727272727273,0.05278592375366569,0.4222873900293255,0.9501466275659824,0.21114369501466276,2.111436950146628,0.4750733137829912,0.2639296187683285,0.0,0.7917888563049854
Liam Walsh,ENG,Luton Town,27,Midfielder,568.0,6.311111111111111,12.485915492957746,0.15845070422535212,0.47535211267605637,0.0,3.961267605633803,0.47535211267605637,0.15845070422535212,21.232394366197184,7.764084507042254,0.31690140845070425,0.7922535211267606,1.1091549295774648,0.6338028169014085,7.035211267605634,1.7429577464788732,1.267605633802817,0.31690140845070425,2.535211267605634
Duncan Watmore,ENG,Millwall,30,Forward,1077.0,11.966666666666667,5.52367688022284,0.08356545961002786,1.16991643454039,0.4178272980501393,4.395543175487465,2.6740947075208914,0.25069637883008355,10.445682451253482,14.79108635097493,1.2534818941504178,1.9220055710306407,4.67966573816156,0.8356545961002786,2.949860724233983,0.584958217270195,1.3370473537604457,0.1671309192200557,4.178272980501393
Wout Weghorst,NED,Burnley,32,Forward,1525.0,16.944444444444443,4.721311475409837,0.0,0.0,0.0,0.0,0.0,0.0,0.17704918032786887,0.17704918032786887,0.0,0.0,0.05901639344262296,0.0,0.0,0.0,0.0,0.0,0.05901639344262296
Morgan Whittaker,ENG,Plymouth Argyle,23,Forward,1674.0,18.6,3.741935483870967,0.0,0.7526881720430108,0.16129032258064516,1.6021505376344085,1.8279569892473118,0.1075268817204301,16.72043010752688,12.043010752688172,0.7526881720430108,1.3440860215053763,5.21505376344086,0.48387096774193544,1.010752688172043,1.8279569892473118,1.4516129032258063,0.1075268817204301,2.5806451612903225
Joe Williams,ENG,Bristol City,28,Midfielder,819.0,9.1,8.956043956043956,0.21978021978021978,2.197802197802198,0.0,0.0,4.615384615384616,0.43956043956043955,42.85714285714286,20.54945054945055,0.5494505494505495,1.098901098901099,1.7582417582417582,1.5384615384615385,7.32967032967033,5.054945054945055,2.5274725274725274,0.989010989010989,6.263736263736264
Josh Windass,ENG,Sheffield Weds,30,Midfielder,742.0,8.244444444444444,8.636118598382751,0.12129380053908358,1.8194070080862537,0.6064690026954178,3.9299191374663076,5.336927223719677,0.4851752021563343,27.16981132075472,33.47708894878706,0.4851752021563343,3.1536388140161726,8.247978436657682,0.849056603773585,4.415094339622642,8.369272237196766,2.3045822102425877,0.6064690026954178,4.730458221024259
Callum Wright,ENG,Plymouth Argyle,24,Midfielder,566.0,6.288888888888889,11.782685512367491,0.0,0.6360424028268551,0.0,2.2738515901060072,2.067137809187279,0.0,13.197879858657243,12.084805653710248,0.6360424028268551,2.385159010600707,4.293286219081272,0.31802120141342755,5.676678445229682,1.7491166077738516,0.6360424028268551,0.15901060070671377,1.431095406360424
Jerry Yates,ENG,Derby County,28,Forward,521.0,5.788888888888889,12.36852207293666,0.345489443378119,0.8637236084452975,0.690978886756238,7.669865642994242,4.318618042226488,0.690978886756238,24.70249520153551,21.24760076775432,0.690978886756238,1.381957773512476,8.982725527831095,0.5182341650671786,5.337811900191938,0.690978886756238,0.690978886756238,0.5182341650671786,5.182341650671785
