player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_2_stats_standard,position_stats_standard,standard_gls_stats_shooting,standard_sh_stats_shooting,standard_sot_stats_shooting,standard_sot%_stats_shooting,standard_sh_90_stats_shooting,standard_sot_90_stats_shooting,total_cmp_stats_passing,total_att_stats_passing,total_cmp%_stats_passing,short_cmp_stats_passing,short_att_stats_passing,short_cmp%_stats_passing,medium_cmp_stats_passing,medium_att_stats_passing,medium_cmp%_stats_passing,long_cmp_stats_passing,long_att_stats_passing,long_cmp%_stats_passing,ast_stats_passing,1_3_stats_passing,ppa_stats_passing,prgp_stats_passing,pass_types_tb_stats_passing_types,pass_types_sw_stats_passing_types,pass_types_crs_stats_passing_types,outcomes_cmp_stats_passing_types,outcomes_blocks_stats_passing_types,sca_sca_stats_gca,gca_gca_stats_gca,tackles_tkl_stats_defense,tackles_tklw_stats_defense,tackles_def_3rd_stats_defense,tackles_mid_3rd_stats_defense,tackles_att_3rd_stats_defense,blocks_blocks_stats_defense,blocks_sh_stats_defense,blocks_pass_stats_defense,int_stats_defense,clr_stats_defense,err_stats_defense,touches_touches_stats_possession,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,touches_att_pen_stats_possession,take_ons_att_stats_possession,take_ons_succ_stats_possession,take_ons_succ%_stats_possession,carries_carries_stats_possession,carries_prgc_stats_possession,carries_1_3_stats_possession,carries_cpa_stats_possession,carries_mis_stats_possession,carries_dis_stats_possession,receiving_rec_stats_possession,receiving_prgr_stats_possession,playing_time_90s_stats_playing_time,playing_time_mp_stats_playing_time,playing_time_min_stats_playing_time,performance_off_stats_misc,performance_crs_stats_misc,performance_int_stats_misc,performance_tklw_stats_misc,performance_recov_stats_misc,aerial_duels_won_stats_misc,aerial_duels_lost_stats_misc,aerial_duels_won%_stats_misc
George Tanner,ENG,Bristol City,25,1999,12.2,,Defender,1,3,2,66.7,0.25,0.16,546,697,78.3,265,295,89.8,252,315,80.0,17,59,28.8,0,35,4,45,1,2,10,546,12,12,0,35,25,23,11,1,16,5,11,12,38,0,831,433,167,3,6,1,16.7,341,10,7,0,13,4,424,16,5.8,12,522,0,10,12,25,36,12,26,31.6
Ollie Tanner,ENG,Cardiff City,22,2002,11.3,Midfielder,Forward,2,26,7,26.9,2.30,0.62,241,353,68.3,132,164,80.5,80,118,67.8,19,40,47.5,1,18,15,35,0,4,29,241,16,29,4,31,20,10,17,4,11,1,10,8,12,0,505,193,252,33,36,16,44.4,272,40,22,14,21,15,334,82,9.5,12,855,8,29,8,20,36,17,13,56.7
Fabio Tavares,ENG,Coventry City,23,2001,0.0,,Forward,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,19,978,0,0,0,0,0,0,0,0
Joseph Taylor,WAL,Luton Town,22,2002,1.5,Midfielder,Forward,0,4,1,25.0,2.65,0.66,7,16,43.8,3,8,37.5,4,6,66.7,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,2,0,2,0,1,0,34,10,23,6,6,2,33.3,17,1,2,1,2,1,20,10,6.5,7,581,1,0,0,0,5,2,2,50.0
Junior Tchamadeu,CMR,Stoke City,20,2003,12.8,,Defender,0,6,0,0.0,0.47,0.00,446,571,78.1,203,217,93.5,201,250,80.4,39,79,49.4,0,34,5,32,2,3,15,446,15,18,0,14,8,10,3,1,15,5,10,9,34,0,695,300,138,12,16,8,50.0,359,11,14,1,14,8,399,29,17.7,18,1595,3,15,9,8,39,4,21,16.0
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Hidde ter Avest,NED,Oxford United,27,1997,3.2,,Defender,1,5,4,80.0,1.55,1.24,94,125,75.2,51,57,89.5,37,48,77.1,3,11,27.3,0,5,0,5,0,0,6,94,6,4,0,2,0,1,1,0,3,1,2,8,11,0,169,75,39,6,5,2,40.0,74,5,3,0,7,2,89,12,12.0,13,1077,1,6,8,0,11,3,1,75.0
Emre Tezgel,ENG,Stoke City,19,2005,2.6,Midfielder,Forward,0,4,1,25.0,1.57,0.39,37,48,77.1,21,24,87.5,14,18,77.8,1,1,100.0,0,2,4,7,0,0,3,37,1,4,0,0,0,0,0,0,2,0,2,2,3,0,73,40,27,9,4,1,25.0,43,2,1,1,7,1,54,14,11.4,14,1030,0,3,2,0,3,4,10,28.6
Bobby Thomas,ENG,Coventry City,0,0,16.0,,Defender,2,16,4,25.0,1.00,0.25,866,1037,83.5,253,281,90.0,529,585,90.4,76,157,48.4,0,51,0,53,0,6,1,866,4,9,2,15,10,10,5,0,20,12,8,12,74,0,1193,522,37,22,4,2,50.0,751,6,8,0,5,1,817,4,14.1,17,1265,1,1,12,10,61,48,29,62.3
Joshua Thomas,WAL,Swansea City,22,2002,0.0,,Midfielder,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,12,1037,0,0,0,0,0,0,0,0
Brandon Thomas-Asante,GHA,Coventry City,25,1998,8.2,,Forward,1,19,4,21.1,2.31,0.49,53,99,53.5,28,50,56.0,15,25,60.0,2,8,25.0,1,7,2,6,0,0,10,53,5,13,1,4,2,1,1,2,3,0,3,6,4,0,189,80,93,32,19,10,52.6,123,12,5,9,24,11,137,34,0.5,3,46,5,10,6,2,30,11,29,27.5
Jordan Thompson,NIR,Stoke City,27,1997,7.0,,Midfielder,0,1,0,0.0,0.14,0.00,299,342,87.4,142,151,94.0,128,144,88.9,18,29,62.1,0,27,0,26,0,0,4,299,6,7,1,10,7,4,5,1,5,3,2,6,16,0,396,222,46,0,5,2,40.0,247,4,7,0,4,5,287,5,0,0,0,0,4,6,7,24,6,2,75.0
Liam Thompson,ENG,Derby County,22,2002,5.3,,Midfielder,0,3,1,33.3,0.57,0.19,164,222,73.9,92,107,86.0,55,74,74.3,8,20,40.0,0,13,0,12,0,0,13,164,6,7,1,7,4,3,4,0,8,0,8,3,4,2,268,144,84,7,11,8,72.7,154,12,3,4,8,9,198,23,11.2,15,1004,0,13,3,4,21,2,8,20.0
Muhamed Tijani,NGA,Plymouth Argyle,24,2000,1.1,,Forward,0,2,1,50.0,1.86,0.93,8,19,42.1,4,9,44.4,4,8,50.0,0,1,0.0,1,0,0,0,0,0,1,8,0,0,0,1,0,0,0,1,1,0,1,0,4,0,37,19,12,3,0,0,0,18,0,0,0,5,2,23,0,5.8,10,526,0,1,0,0,1,2,3,40.0
Nathan Tjoe-A-On,IDN,Swansea City,22,2001,0.0,,Defender,0,0,0,0,0.00,0.00,4,5,80.0,3,4,75.0,1,1,100.0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,3,4,2,0,0,0,4,0,0,0,0,0,5,1,3.5,6,315,0,1,0,0,0,0,1,0.0
Victor Torp,DEN,Coventry City,25,1999,9.8,Forward,Midfielder,2,14,5,35.7,1.43,0.51,344,474,72.6,165,200,82.5,131,163,80.4,31,77,40.3,0,39,9,48,0,1,53,344,9,34,1,23,16,8,10,5,13,2,11,16,6,0,567,275,212,14,7,3,42.9,257,8,8,2,12,11,317,28,0,0,0,0,53,16,16,53,11,5,68.8
Ryley Towler,ENG,Portsmouth,23,2001,4.0,,Defender,0,0,0,0,0.00,0.00,164,190,86.3,56,57,98.2,97,107,90.7,11,25,44.0,0,8,0,8,0,1,0,164,1,1,1,9,1,5,4,0,4,2,2,3,21,0,239,80,5,2,0,0,0,144,0,1,0,5,1,152,0,8.0,15,721,0,0,3,1,10,5,2,71.4
Andros Townsend,ENG,Luton Town,33,1991,0.1,,Midfielder,0,0,0,0,0.00,0.00,6,10,60.0,2,2,100.0,4,7,57.1,0,1,0.0,0,2,0,3,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,2,1,50.0,7,3,2,0,0,1,7,1,0,0,0,0,3,0,0,0,0,0,0
James Trafford,ENG,Burnley,22,2002,18.0,,Goalkeeper,0,0,0,0,0.00,0.00,542,736,73.6,123,124,99.2,291,296,98.3,123,309,39.8,0,5,1,1,0,0,0,542,0,3,0,1,1,1,0,0,0,0,0,0,7,1,758,9,0,0,0,0,0,457,0,0,0,1,0,442,0,0.5,3,46,0,0,0,1,26,7,0,100.0
Lewis Travis,ENG,Blackburn,27,1997,16.2,,Midfielder,2,11,4,36.4,0.68,0.25,626,742,84.4,272,299,91.0,288,315,91.4,49,83,59.0,1,55,11,90,3,13,5,626,14,27,3,45,28,13,30,2,22,4,18,20,30,0,912,538,158,8,17,10,58.8,478,17,16,1,15,15,562,15,10.7,18,966,0,5,20,28,75,9,10,47.4
Nectarios Triantis,AUS,Sunderland,21,2003,0.0,,Forward,0,0,0,0,0.00,0.00,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,9,599,0,0,0,0,0,0,0,0
Sondre Tronstad,NOR,Blackburn,29,1995,17.5,,Midfielder,0,6,1,16.7,0.34,0.06,699,791,88.4,278,310,89.7,321,346,92.8,80,98,81.6,0,48,8,79,0,7,8,699,12,35,4,39,28,19,18,2,25,10,15,26,28,2,941,526,155,7,5,3,60.0,457,9,12,0,14,8,601,12,5.2,11,467,0,8,26,28,76,19,16,54.3
Auston Trusty,USA,Sheffield Utd,26,1998,1.0,,Defender,0,0,0,0,0.00,0.00,49,50,98.0,19,20,95.0,26,26,100.0,4,4,100.0,0,4,0,2,0,0,0,49,0,0,0,1,0,0,1,0,0,0,0,0,0,0,52,27,0,0,0,0,0,37,1,0,0,0,0,43,0,0,0,0,0,0,0,0,1,1,1,50.0
David Turnbull,SCO,Cardiff City,25,1999,6.9,,Midfielder,1,16,9,56.3,2.32,1.31,413,481,85.9,193,213,90.6,166,186,89.2,41,61,67.2,0,48,11,45,1,1,27,413,4,30,2,11,7,6,4,1,5,1,4,5,3,1,532,302,136,5,3,0,0.0,304,3,8,0,3,6,386,15,4.0,4,360,0,27,5,7,35,3,4,42.9
Scott Twine,ENG,Bristol City,25,1999,7.9,Midfielder,Forward,2,28,8,28.6,3.52,1.01,192,263,73.0,82,96,85.4,76,96,79.2,26,50,52.0,1,16,14,32,5,0,49,192,8,41,2,9,2,2,5,2,7,0,7,6,0,0,355,143,193,26,14,4,28.6,184,12,6,6,13,11,218,32,14.7,15,1319,1,49,6,2,30,2,2,50.0
Igor Tyjon,ENG,Blackburn,16,2008,0.0,,Forward,0,0,0,0,0.00,0.00,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.1,11,547,0,0,0,0,0,1,2,33.3
Josh Tymon,ENG,Swansea City,25,1999,16.9,,Defender,0,9,3,33.3,0.53,0.18,841,1049,80.2,467,516,90.5,309,372,83.1,49,113,43.4,2,43,20,70,0,0,96,841,21,51,2,23,15,10,8,5,11,3,8,23,25,1,1198,551,368,17,23,17,73.9,638,57,39,4,29,15,721,98,0,0,0,0,96,23,15,82,10,23,30.3
Ike Ugbo,CAN,Sheffield Weds,26,1998,9.0,Midfielder,Forward,0,12,3,25.0,1.33,0.33,84,106,79.2,52,63,82.5,25,30,83.3,0,1,0.0,0,2,6,11,1,0,1,84,2,15,0,3,3,1,2,0,9,0,9,3,5,1,196,100,77,21,13,3,23.1,97,1,3,1,24,18,127,29,0.3,1,29,4,1,3,3,19,13,45,22.4
Pol Valentín,ESP,Sheffield Weds,27,1997,7.5,Midfielder,Defender,1,7,1,14.3,0.93,0.13,144,219,65.8,72,91,79.1,54,79,68.4,13,24,54.2,0,13,6,23,0,1,29,144,16,14,1,14,4,6,6,2,11,2,9,9,13,0,320,123,137,23,21,6,28.6,148,25,10,8,17,6,170,47,15.8,18,1422,3,29,9,4,22,7,12,36.8
Yan Valery,TUN,Sheffield Weds,25,1999,17.0,Midfielder,Defender,0,4,1,25.0,0.23,0.06,446,618,72.2,224,262,85.5,187,245,76.3,24,70,34.3,2,27,13,52,0,1,40,446,22,25,4,26,16,11,13,2,12,2,10,26,39,1,812,374,210,16,37,12,32.4,365,26,17,3,22,23,421,73,15.6,19,1400,1,40,26,16,52,37,33,52.9
Jonathan Varane,MTQ,QPR,23,2001,10.0,,Midfielder,0,9,2,22.2,0.90,0.20,297,368,80.7,132,155,85.2,129,149,86.6,30,48,62.5,0,24,2,29,0,6,5,297,6,12,0,30,17,15,11,4,26,5,21,16,22,0,509,287,74,7,11,7,63.6,257,9,8,1,12,8,262,6,2.3,7,208,0,5,16,17,61,16,9,64.0
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Rocco Vata,IRL,Watford,19,2005,2.2,Forward,Midfielder,0,5,1,20.0,2.31,0.46,31,50,62.0,19,23,82.6,10,16,62.5,1,3,33.3,0,1,1,4,0,0,5,31,5,8,1,4,2,1,3,0,1,0,1,0,1,0,83,30,46,14,7,2,28.6,52,9,0,2,8,6,59,14,5.5,13,496,0,5,0,2,4,0,2,0.0
Will Vaulks,WAL,Oxford United,31,1993,13.9,,Midfielder,0,7,1,14.3,0.50,0.07,513,725,70.8,189,221,85.5,236,298,79.2,76,174,43.7,0,48,2,45,1,8,51,513,15,26,1,31,20,15,13,3,23,4,19,16,34,3,853,475,136,1,6,5,83.3,315,4,1,0,7,7,428,10,0.9,3,81,0,51,16,20,76,28,10,73.7
Josh Vickers,ENG,Derby County,29,1995,2.0,,Goalkeeper,0,0,0,0,0.00,0.00,46,69,66.7,6,6,100.0,24,24,100.0,16,39,41.0,0,3,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0,0,0,0,0,35,0,0,0,0,0,21,0,14.5,15,1305,0,0,0,0,0,2,1,66.7
André Vidigal,POR,Stoke City,26,1998,1.2,Forward,Midfielder,0,7,1,14.3,6.06,0.87,23,39,59.0,18,23,78.3,4,9,44.4,0,3,0.0,0,0,1,1,0,0,8,23,2,2,0,3,2,1,2,0,2,0,2,2,0,0,70,29,38,7,9,2,22.2,44,6,5,3,5,0,40,10,5.2,9,464,3,8,2,2,11,1,2,33.3
Lawrence Vigouroux,CHI,Swansea City,31,1993,19.0,,Goalkeeper,0,0,0,0,0.00,0.00,665,924,72.0,117,118,99.2,322,326,98.8,225,476,47.3,0,16,0,1,0,2,0,665,1,5,0,0,0,0,0,0,0,0,0,0,7,4,962,3,0,0,0,0,0,683,0,0,0,1,0,617,0,0,0,0,0,0,0,0,14,3,1,75.0
Žan Vipotnik,SVN,Swansea City,22,2002,9.9,,Forward,3,21,8,38.1,2.12,0.81,65,86,75.6,43,52,82.7,18,25,72.0,1,1,100.0,0,3,0,4,0,0,0,65,1,11,1,1,0,0,1,0,5,1,4,2,13,0,154,78,58,34,7,3,42.9,63,4,5,3,10,3,79,29,15.2,18,1370,1,0,2,0,12,11,17,39.3
Vitinho,BRA,Burnley,25,1999,2.6,Forward,Midfielder,1,4,1,25.0,1.53,0.38,47,66,71.2,23,26,88.5,21,29,72.4,2,4,50.0,1,3,3,6,2,0,5,47,5,6,1,8,6,4,1,3,4,1,3,1,4,0,100,49,31,4,10,4,40.0,58,5,2,2,2,1,63,9,11.2,14,1010,0,5,1,6,9,1,3,25.0
Zak Vyner,KEN,Bristol City,27,1997,19.0,,Defender,0,8,0,0.0,0.42,0.00,938,1217,77.1,333,367,90.7,491,572,85.8,102,235,43.4,0,82,6,69,2,9,10,938,16,18,1,26,20,19,6,1,22,16,6,26,71,0,1381,688,63,11,3,2,66.7,782,4,4,0,3,4,901,6,9.8,15,880,0,10,26,20,83,36,23,61.0
Ben Waine,NZL,Plymouth Argyle,23,2001,0.1,,Forward,0,0,0,0,0.00,0.00,0,3,0.0,0,0,0,0,2,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,2,0,0,0,2,0,4,0,6.6,8,592,0,0,0,0,1,2,1,66.7
Jed Wallace,ENG,West Brom,30,1994,3.2,Midfielder,Forward,0,3,1,33.3,0.92,0.31,65,91,71.4,36,40,90.0,24,36,66.7,4,10,40.0,0,2,2,9,0,1,9,65,2,4,0,5,4,1,4,0,6,0,6,0,3,0,135,58,62,6,10,1,10.0,87,8,7,2,7,4,92,18,18.9,19,1705,4,9,0,4,15,6,9,40.0
Murray Wallace,SCO,Millwall,31,1993,1.1,,Defender,0,0,0,0,0.00,0.00,31,53,58.5,13,19,68.4,15,19,78.9,3,13,23.1,0,3,2,5,0,1,0,31,2,0,0,3,2,2,1,0,3,2,1,1,5,0,66,32,2,0,0,0,0,16,0,0,0,0,0,22,0,12.7,18,1147,0,0,1,2,6,6,3,66.7
Liam Walsh,ENG,Luton Town,27,1997,3.7,,Midfielder,0,8,2,25.0,2.19,0.55,156,198,78.8,67,75,89.3,71,87,81.6,13,30,43.3,1,14,3,25,0,1,11,156,3,3,1,8,6,2,4,2,2,0,2,2,8,0,237,134,49,2,3,2,66.7,126,5,0,0,7,6,158,7,6.3,14,568,0,11,2,6,16,4,5,44.4
Reuell Walters,ENG,Luton Town,19,2004,6.0,Midfielder,Defender,0,0,0,0,0.00,0.00,211,270,78.1,97,109,89.0,94,115,81.7,15,30,50.0,0,19,3,23,0,0,10,211,9,9,0,18,15,11,5,2,2,1,1,2,11,0,323,152,82,7,16,9,56.3,142,9,3,3,8,9,186,20,17.4,19,1562,1,10,2,15,24,8,9,47.1
Joe Ward,ENG,Derby County,29,1995,0.8,Midfielder,Defender,0,1,1,100.0,1.25,1.25,32,49,65.3,9,9,100.0,19,25,76.0,4,12,33.3,0,1,2,2,0,0,8,32,3,2,0,1,1,1,0,0,0,0,0,3,2,0,60,27,19,0,1,0,0.0,20,2,0,0,3,1,23,1,6.0,10,539,0,8,3,1,3,2,0,100.0
Duncan Watmore,ENG,Millwall,30,1994,11.3,,Forward,5,19,10,52.6,1.69,0.89,125,189,66.1,82,100,82.0,32,50,64.0,5,12,41.7,1,6,14,28,3,0,7,125,13,32,3,16,10,3,10,3,12,2,10,2,10,0,335,125,177,58,35,15,42.9,205,23,19,12,25,28,212,56,12.0,19,1077,2,7,2,10,50,6,11,35.3
Tom Watson,ENG,Sunderland,18,2006,4.5,,Forward,2,14,4,28.6,3.11,0.89,92,131,70.2,46,57,80.7,39,49,79.6,6,18,33.3,0,4,9,14,0,0,25,92,8,24,0,10,6,4,3,3,10,2,8,5,7,0,214,58,127,30,18,8,44.4,136,25,12,18,12,12,142,42,1.1,6,101,0,25,5,6,17,1,3,25.0
Wout Weghorst,NED,Burnley,32,1992,0.3,,Forward,0,0,0,0,0.00,0.00,4,5,80.0,2,2,100.0,2,2,100.0,0,1,0.0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,1,0,0.0,3,0,0,0,0,0,5,1,16.9,19,1525,0,0,0,0,1,0,0,0
Andreas Weimann,AUT,Blackburn,33,1991,8.0,Midfielder,Forward,4,21,13,61.9,2.61,1.62,145,188,77.1,70,86,81.4,60,78,76.9,11,15,73.3,0,16,6,30,2,0,10,145,4,15,1,3,1,2,1,0,4,0,4,1,14,0,251,119,93,31,2,1,50.0,130,10,3,4,5,4,169,29,0,0,0,1,10,1,1,26,7,3,70.0
Nahki Wells,BER,Bristol City,34,1990,8.8,,Forward,5,19,8,42.1,2.15,0.90,125,193,64.8,74,100,74.0,38,57,66.7,3,11,27.3,1,8,4,21,0,0,14,125,11,21,3,9,5,4,3,2,9,0,9,5,1,0,290,101,178,45,16,7,43.8,175,9,4,5,18,10,210,72,0.8,6,70,9,14,5,5,18,7,33,17.5
Jack Whatmough,ENG,Preston,28,1996,7.1,,Defender,0,3,0,0.0,0.43,0.00,318,386,82.4,88,105,83.8,196,214,91.6,31,61,50.8,0,12,4,15,0,6,1,318,0,4,0,16,12,7,7,2,12,9,3,8,45,1,480,189,13,5,2,2,100.0,227,1,1,0,5,1,281,1,1.0,1,90,1,1,8,12,35,23,8,74.2
Ben Whiteman,ENG,Preston,28,1996,16.0,,Midfielder,0,13,4,30.8,0.81,0.25,577,750,76.9,214,246,87.0,279,329,84.8,73,142,51.4,1,59,10,64,1,10,36,577,15,33,3,31,11,19,10,2,22,3,19,12,37,0,881,529,120,3,2,0,0.0,391,2,3,0,6,2,522,5,0.0,1,1,0,36,12,11,70,14,7,66.7
Morgan Whittaker,ENG,Plymouth Argyle,23,2001,14.5,Midfielder,Forward,3,47,14,29.8,3.23,0.96,293,421,69.6,126,156,80.8,131,170,77.1,31,64,48.4,0,32,14,37,4,14,34,293,19,34,2,27,19,14,9,4,12,3,9,2,13,0,616,311,224,29,46,14,30.4,405,25,18,10,33,20,466,97,18.6,19,1674,3,34,2,19,48,3,13,18.8
Jacob Widell Zetterström,SWE,Derby County,26,1998,17.0,,Goalkeeper,0,0,0,0,0.00,0.00,331,545,60.7,39,41,95.1,156,159,98.1,134,342,39.2,0,9,0,0,0,3,0,331,1,3,0,1,1,1,0,0,0,0,0,0,7,2,591,10,1,0,2,1,50.0,275,0,0,0,1,0,244,0,12.4,18,1114,0,0,0,1,11,5,0,100.0
Joe Williams,ENG,Bristol City,28,1996,9.9,,Midfielder,0,4,0,0.0,0.40,0.00,481,590,81.5,219,243,90.1,202,228,88.6,49,93,52.7,2,58,20,53,0,6,46,481,8,42,4,23,13,6,14,3,11,7,4,9,15,1,674,390,187,4,11,5,45.5,357,10,11,1,11,6,454,16,9.1,17,819,0,46,9,13,57,6,3,66.7
Jordan Williams,ENG,Portsmouth,25,1999,8.8,,Defender,0,1,0,0.0,0.11,0.00,313,380,82.4,147,160,91.9,140,163,85.9,15,35,42.9,0,14,3,20,0,0,10,313,3,7,2,25,18,16,9,0,15,8,7,15,19,0,477,225,81,3,4,1,25.0,229,13,1,0,13,6,266,22,0.2,1,19,0,10,15,18,35,14,16,46.7
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Chris Willock,ENG,Cardiff City,26,1998,7.4,Midfielder,Forward,1,12,4,33.3,1.63,0.54,211,266,79.3,128,138,92.8,61,79,77.2,12,24,50.0,1,13,9,21,1,0,34,211,9,29,1,10,8,4,2,4,5,0,5,3,1,0,347,129,199,27,27,9,33.3,241,34,24,11,13,13,275,68,3.5,6,319,4,34,3,8,31,1,5,16.7
Ben Wilmot,ENG,Stoke City,25,1999,14.5,,Defender,1,9,3,33.3,0.62,0.21,679,877,77.4,242,272,89.0,347,398,87.2,80,175,45.7,0,53,7,55,1,16,10,679,11,17,0,28,20,22,6,0,33,16,17,18,71,1,1059,491,79,11,12,6,50.0,540,12,6,3,3,3,620,8,11.8,12,1066,0,10,18,20,50,22,14,61.1
Ben Wilson,ENG,Coventry City,32,1992,3.0,,Goalkeeper,0,0,0,0,0.00,0.00,58,97,59.8,12,12,100.0,28,29,96.6,18,56,32.1,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,105,0,0,0,0,0,0,69,0,0,0,0,0,54,0,6.4,14,580,0,0,0,0,1,0,0,0
Kane Wilson,ENG,Derby County,24,2000,9.5,,Defender,1,9,3,33.3,0.95,0.32,261,371,70.4,131,160,81.9,102,136,75.0,19,45,42.2,0,22,3,31,1,2,31,261,16,19,2,16,11,7,3,6,5,1,4,8,16,0,513,219,185,28,48,20,41.7,261,37,21,6,28,14,292,34,16.8,18,1513,0,31,8,11,47,11,10,52.4
Josh Windass,ENG,Sheffield Weds,30,1994,12.5,Forward,Midfielder,5,37,12,32.4,2.95,0.96,322,452,71.2,176,203,86.7,103,132,78.0,27,79,34.2,1,25,15,52,3,6,69,322,12,44,4,19,12,12,7,0,12,1,11,5,7,0,559,224,276,39,12,4,33.3,294,26,22,4,15,7,356,68,8.2,15,742,5,69,5,12,39,8,14,36.4
Ryan Wintle,ENG,Millwall,27,1997,4.2,,Midfielder,0,5,0,0.0,1.19,0.00,74,97,76.3,39,46,84.8,25,28,89.3,7,17,41.2,0,5,2,10,0,2,3,74,1,10,1,8,3,5,3,0,6,2,4,6,10,0,143,69,30,2,0,0,0,54,0,1,0,4,2,61,7,0.1,1,12,0,3,6,3,15,1,2,33.3
Maximilian Wöber,AUT,Leeds United,26,1998,1.2,,Defender,1,4,1,25.0,3.30,0.83,39,54,72.2,23,23,100.0,14,26,53.8,0,1,0.0,0,2,1,5,0,0,3,39,1,2,0,2,0,1,1,0,2,0,2,0,4,0,68,24,28,3,1,0,0.0,31,1,2,0,1,0,35,8,6.2,14,560,1,3,0,0,4,2,1,66.7
Freddie Woodman,ENG,Preston,27,1997,18.0,,Goalkeeper,0,0,0,0,0.00,0.00,575,765,75.2,89,90,98.9,263,265,99.2,223,405,55.1,0,19,0,0,0,9,0,575,1,1,0,0,0,0,0,0,0,0,0,0,15,1,803,10,0,0,1,1,100.0,474,0,0,0,0,0,443,0,7.3,8,660,0,0,0,0,26,8,0,100.0
Cauley Woodrow,ENG,Luton Town,30,1994,1.9,Forward,Midfielder,0,6,3,50.0,3.12,1.56,33,59,55.9,18,28,64.3,8,15,53.3,3,5,60.0,0,4,1,2,0,0,3,33,4,2,0,3,2,2,0,1,3,0,3,0,2,0,80,36,40,7,4,2,50.0,36,2,3,1,3,4,51,13,0.1,4,11,1,3,0,2,3,8,7,53.3
Joe Worrall,ENG,Burnley,27,1997,3.0,,Defender,0,2,0,0.0,0.67,0.00,206,236,87.3,45,47,95.7,142,154,92.2,17,29,58.6,1,17,0,15,0,3,0,206,1,6,1,3,2,3,0,0,2,1,1,2,10,0,259,134,9,6,0,0,0,179,0,0,0,2,0,201,1,6.8,14,611,0,0,2,2,10,12,6,66.7
